station_name,rows,average_actual,average_prediction,mae,rmse,bias_actual_minus_prediction,p90_absolute_error,underprediction_rate,overprediction_rate,training_average_demand,station_demand_tier
西本願寺廣場,743,3.0807537012113055,3.1640260332136902,1.3844365295363,2.0977114034222217,-0.08327233200238456,3.37252646968605,0.3297442799461642,0.6702557200538358,3.7222744360902253,medium
捷運昆陽站(1號出口),744,2.9583333333333335,3.1798689042293837,1.3628189051421742,2.0134235779712197,-0.22153557089604986,3.285318320210424,0.32661290322580644,0.6733870967741935,4.487468671679198,medium
捷運雙連站(2號出口),744,3.25,3.320592075324347,1.3574429588547603,2.025578579786329,-0.07059207532434698,3.2965551113258464,0.33736559139784944,0.6626344086021505,3.7957073476421743,medium
捷運港墘站(2號出口),743,2.5302826379542394,2.6989467467666275,1.3573489812591701,2.0052515652563807,-0.16866410881238778,3.1652836118068586,0.32705248990578734,0.6729475100942126,4.068452380952381,medium
捷運南京復興站(5號出口),744,3.006720430107527,3.2432909416738767,1.347525215328513,2.0024673847239294,-0.23657051156634992,3.210118865076877,0.33064516129032256,0.6693548387096774,4.5985275689223055,medium
捷運松山站(3號出口),743,2.8438761776581427,3.023056505046415,1.337844831560704,1.9616347382413177,-0.17918032738827264,3.093537012217005,0.31763122476446837,0.6823687752355316,3.6466165413533833,medium
捷運中山站(5號出口),744,3.2311827956989245,3.3330791130379627,1.328919072428012,1.9099696320074575,-0.10189631733903737,3.2710210011978402,0.3467741935483871,0.6532258064516129,3.974302726418051,medium
捷運忠孝新生站(4號出口),744,2.849462365591398,2.7368030599199282,1.3210208199696112,1.9515029894229479,0.11265930567146948,3.1968467851154894,0.4112903225806452,0.5887096774193549,3.1329887218045114,low
捷運臺北101/世貿站(3號出口),737,2.675712347354138,2.5430377087875087,1.3051317845351094,1.9748976480792304,0.13267463856662964,3.0692758146604433,0.35956580732700133,0.6404341926729986,2.7613226766964427,low
捷運內湖站(1號出口),743,2.915208613728129,2.989206768971398,1.2993713553074409,1.9761750979595987,-0.07399815524326911,3.157955864730926,0.33378196500672946,0.6662180349932705,3.5732414225285916,medium
捷運明德站(3號出口),743,2.674293405114401,2.8403701357670954,1.2748743462343868,1.802543546166126,-0.1660767306526942,2.835377841393367,0.32166890982503366,0.6783310901749664,4.109335839598997,medium
捷運文德站(2號出口),744,2.9233870967741935,2.9517256344428953,1.2735910677839697,1.9687561284683068,-0.0283385376687023,3.0817056247206365,0.3467741935483871,0.6532258064516129,4.006735588972431,medium
