station_name,borrow_count,return_count,total_activity,current_station_match
雨農橋,18,422,440,True
文山行政中心,253,186,439,True
南京東路六段368巷,46,392,438,True
承德昌吉街口,170,268,438,True
華江國小,13,424,437,False
光復南路58巷,26,411,437,False
龍江朱崙街口,113,324,437,True
金龍公園,102,335,437,True
迪化休閒運動公園,52,384,436,True
信義松德路口,75,359,434,True
培英公園,90,342,432,True
文林路101巷口,185,247,432,True
前港公園(福德宮),24,407,431,True
劍潭郵局,359,71,430,True
國北教大側門南側,54,376,430,True
文德二號公園(北側),307,123,430,True
中華南海路口,203,227,430,True
大鵬華城,0,429,429,False
林安泰古厝,84,345,429,True
中原公園,38,390,428,True
泰和里民活動中心,11,416,427,True
鵬程公園,46,380,426,True
八德立體停車場,177,248,425,True
臺大獸醫館南側,31,393,424,True
中國醫藥大學附設醫院臺北分院,95,328,423,True
莒光大埔街口,60,363,423,True
松基公園,126,297,423,True
臺灣戲曲中心,114,309,423,True
民權新生路口,307,116,423,True
民權國中(民權西路),275,147,422,True
捷運忠義站(1號出口),315,107,422,True
石牌立農街口,116,306,422,True
臺北市電影主題公園(康定路),94,327,421,True
臺北自來水事業處,259,160,419,True
南港路二段178巷口,54,365,419,True
瑞陽公園,68,348,416,True
德安公園(四維路66巷),84,332,416,True
柳鄉公園,49,367,416,True
延平涼州街口,175,241,416,True
民權瑞光路口,296,120,416,True
臺大新生教室南側,20,396,416,True
師範大學公館校區,103,313,416,True
東豐公園,89,326,415,True
南港車站B棟(市民大道),319,95,414,True
德昌街10巷口,218,195,413,True
莒光和平路口,47,365,412,True
捷運南港展覽館站(6號出口),378,32,410,True
承德路七段280巷口,47,361,408,True
玉成公園運動中心,55,352,407,True
敦化市民路口,126,281,407,True
興南公園,43,363,406,True
興雅國中,59,347,406,True
捷運關渡站(2號出口),333,72,405,True
大興光明路2巷口,238,167,405,True
民榮公園,80,324,404,True
景美污水抽水站,209,194,403,True
承德石牌路口,154,246,400,True
信義運動中心,117,282,399,True
舊莊區民活動中心,41,358,399,True
敦化北路155巷口,143,256,399,True
八德中坡路口,293,105,398,True
興中立體停車場(興中路),92,306,398,True
師大公館校區學二舍,29,364,393,True
林森農安街口,88,304,392,True
寶興長泰街口(西南角),33,358,391,True
臺北市國父史蹟館(逸仙公園),225,165,390,True
重慶南海路口西南側,94,295,389,False
碧湖公園(內湖路二段103巷),18,371,389,True
健康社會住宅,65,323,388,True
捷運新北投站(2號出口),94,293,387,True
大龍老人住宅,77,309,386,True
景平公園,52,333,385,True
臺大管理學院二館北側,257,128,385,True
仁愛金山路口,63,321,384,True
重慶涼州街口,179,205,384,True
中研院綜合體育館東側,21,362,383,True
洛陽停車場,34,348,382,True
長沙公園,42,340,382,True
承德後港街口,138,243,381,True
華山公園,33,348,381,True
永昌公園,14,366,380,True
景勤二號公園,41,339,380,False
捷運行政大樓,156,224,380,True
一江公園,221,157,378,True
南港加壓站,77,301,378,True
中山公民會館,226,151,377,False
合樂公園,92,285,377,True
萬華青年公宅,48,327,375,True
臺大卓越研究大樓,36,339,375,True
南京一江街口,223,151,374,True
秀山區民活動中心,106,267,373,True
致遠一路二段11巷,36,332,368,True
至善臨溪路口,74,293,367,True
萬和三號公園(北側),69,296,365,True
育成高中,9,356,365,True
水源路11-1號旁,14,349,363,False
松江路132巷口,198,165,363,True
木柵光輝路口,92,269,361,True
臺灣科技大學正門,54,307,361,True
南港展覽館2館,318,43,361,True
臺北市電影主題公園(峨嵋街),68,292,360,False
國立政治大學,154,205,359,True
新興公園,119,240,359,True
莒光郵局,147,210,357,True
紹興徐州路口,42,315,357,True
明美公園,23,333,356,True
臺大永齡生醫工程館,14,339,353,True
大安區健康服務中心,71,282,353,True
仁愛國中,124,229,353,True
西松公園,154,199,353,True
八德路三段8巷口,125,228,353,True
全安公園,60,287,347,True
忠孝東路六段212巷口,93,254,347,True
松山家商,33,313,346,True
羅斯福路二段6巷口,168,175,343,True
仙岩公園,12,331,343,True
五常公園,42,301,343,True
新生高架停車場(林森北路107巷口),25,317,342,True
西松高中,26,316,342,True
臺大五號館西側,163,179,342,True
撫順街41巷(崇德宮前),251,89,340,True
捷運萬芳社區站,284,56,340,True
青年公園棒球場,79,260,339,True
仁愛紹興街口(南側),37,302,339,True
新生公園,55,284,339,True
八德市場(北側),46,292,338,True
弘道國中,122,215,337,True
宏匯瑞光廣場(瑞光路),134,200,334,True
三軍總醫院,116,218,334,True
市民延吉街口,43,290,333,True
成德綠地,59,273,332,True
辛亥路三段157巷口,149,182,331,True
洲美蜆仔港公園,8,323,331,True
興得閱覽室,5,325,330,True
臨江公園,25,305,330,True
民福三號綠地,17,313,330,True
新湖二路250巷口,39,290,329,True
建國北路一段17巷,32,296,328,True
新生長春路口(東北側),40,287,327,True
永春陂濕地公園,15,312,327,True
溫州公園,94,232,326,True
松山新城,67,259,326,True
機場捷運臺北車站(6號出口),161,165,326,False
稻江高級護理家事職業學校,26,299,325,True
民善新湖二路口(家樂福內湖店),46,277,323,True
圓山風景區,119,204,323,True
明勝公園,7,315,322,True
和平實小東北側,23,299,322,True
長春路258巷2弄口,28,294,322,True
信義路四段199巷,72,249,321,True
市民松信路口,42,278,320,True
南港高中(昆陽街),168,152,320,True
吳興街394巷口,18,300,318,True
基隆長興路口,98,218,316,True
新新公園(昆陽街60巷),29,287,316,True
塔悠疏散門,53,262,315,True
仁德公園,32,282,314,True
國興中華路口,45,269,314,True
臺北流行音樂中心(市民大道),59,255,314,True
內湖區農會,58,256,314,True
吉林路123巷口,46,267,313,True
內湖運動中心,180,133,313,True
中吉公園,30,283,313,True
辛亥生態公園,253,60,313,True
介壽公園,65,246,311,True
長春吉林路口,59,250,309,True
市民廣場,79,228,307,True
臺大共同教室北側,173,134,307,True
師大水源路口,28,279,307,True
萬興國小,71,235,306,True
文湖街21巷118弄口,6,298,304,True
臺北市立圖書館南港分館,199,104,303,True
中原民生路口,74,226,300,False
新湖三民善街口,46,254,300,True
長春一江街口,60,240,300,True
溫州停車場,26,272,298,True
八德路三段74巷口,35,261,296,True
舊宗行善路口,212,83,295,True
中庸公園,19,275,294,True
臺大環研大樓,9,285,294,True
新生長春路口,22,271,293,True
龍山國中,83,208,291,True
植福樂群路口,24,267,291,True
寶藏巖觀音亭,119,171,290,True
木柵公園,180,108,288,True
新明成功路口,216,71,287,True
南港路三段220巷口,30,257,287,True
康樂街151巷,56,229,285,True
臺大資訊大樓,29,255,284,True
臺北市立景美女中,153,131,284,True
捷運竹圍站,0,283,283,False
瑞光計程車服務站,7,276,283,True
貿七社區,3,280,283,True
臺北市立圖書館大直分館,173,110,283,True
萬華火車站,91,191,282,True
永安藝文館-表演36房,98,184,282,False
碧山內湖路口,50,232,282,True
樂群二堤頂大道口,20,261,281,True
社正公園,97,184,281,True
環山路二段26巷口,20,259,279,True
景仁公園,89,190,279,True
民權光復路口(東北側),213,65,278,True
北投奇岩長青樂活大樓,124,154,278,True
莒光立體停車場,98,179,277,True
捷運復興崗站旅客服務中心,30,247,277,True
國立故宮博物院,97,179,276,True
至誠公園,50,226,276,True
內湖路一段360巷,76,200,276,True
中坡市民路口(東北側),119,157,276,True
星雲街138巷1弄口,19,256,275,True
景興路42巷口,45,230,275,True
臺北市替代役中心,94,181,275,True
劍潭社區_1,19,255,274,True
仙跡岩登山口(景興路),176,96,272,True
大同16號廣場,52,220,272,True
康寧街141巷口,0,272,272,False
寧夏涼州街口,105,166,271,True
成淵高中,165,106,271,True
臺大農化新館西側,120,151,271,True
新生民族路口(西南側),49,222,271,True
內湖行政中心,113,157,270,True
大業路300巷口,33,236,269,True
臺大教研館北側,88,181,269,True
南港路三段80巷,43,226,269,True
中央北路四段540巷口,67,202,269,True
忠孝東路五段215巷口,87,181,268,False
民權東路六段15巷,108,159,267,True
天母北天玉街口,45,221,266,True
指南路3段2巷,8,258,266,True
臺大土木系館,54,210,264,True
臺大水源修齊會館,44,219,263,True
凌雲市場,54,208,262,True
中和街455巷11弄,2,259,261,True
福和橋,0,261,261,False
古亭智慧圖書館,11,248,259,True
捷運南港站(1號出口),235,23,258,True
興雅國小(基隆路一段37巷),21,236,257,True
康寧星雲街口,35,222,257,True
永欣綠地,115,140,255,True
成功路三段83號前,70,184,254,True
至誠路一段305巷口,17,237,254,True
松仁路305號,34,219,253,True
銘傳大學(中山北路五段280巷口),173,79,252,True
社子公園,20,231,251,True
民族松江路口,68,182,250,True
復華公園,61,188,249,True
龍城市場,30,218,248,True
杭州南路一段101巷口,53,195,248,True
中山福國路口,118,128,246,True
臺大圖資系館北側,28,218,246,True
行善路25巷口,53,192,245,True
永福橋,0,243,243,False
奇岩一號公園,16,226,242,True
向陽公園,18,224,242,True
五分埔公園,104,137,241,True
碧湖公園,110,129,239,True
仁愛金山路口(東南側),67,171,238,True
下灣公園(成功路),161,77,238,True
法務部,73,163,236,True
臺大森林館北側,55,181,236,True
原住民文化主題公園,47,189,236,True
立農國小,50,185,235,True
雨聲街165巷口,15,219,234,True
東山路110巷口,22,211,233,True
臥龍公園,77,152,229,True
原興廣場,0,229,229,False
長春慶城街口,79,148,227,True
內湖路一段47巷,10,217,227,True
渭水八德路口,35,191,226,True
長寧大廈社區(南側),55,168,223,True
捷運中正紀念堂站(6號出口),164,59,223,True
康湖二號公園(康寧醫院),29,193,222,True
臺大綜合體育館停車場前,56,165,221,True
北平紹興路口,114,106,220,True
長順艋舺大道口,12,208,220,True
國家音樂廳,103,117,220,True
忠順區民活動中心,71,148,219,True
南港出租國宅社區,15,203,218,True
東湖二號公園,18,200,218,True
臺北市第一女子高級中學,66,151,217,True
中華路二段409巷口,23,194,217,True
麗山高中,13,202,215,True
星雲街47號,30,185,215,True
辛亥路四段77巷口,41,174,215,True
八仙里辦公處,17,197,214,True
和興路26巷口,19,195,214,True
西康二號公園,24,190,214,True
臥龍街195巷口,27,186,213,True
北平東杭州北路口,70,142,212,True
北勢湖環保公園,45,167,212,True
青年公園高爾夫球場,48,164,212,True
臺北市政府,114,98,212,True
實踐國中(木新路三段310巷口),57,153,210,True
葫蘆國小,19,190,209,True
康寧路三段54巷口,148,59,207,True
重慶北葫東街口,92,115,207,True
陽光街161巷口,5,201,206,True
合昌宮,4,201,205,True
福華商場,78,127,205,True
臺大萬才館前,53,151,204,True
松仁松平路口,106,97,203,True
致遠新村,33,170,203,True
文德二號公園(南側),42,160,202,True
移民署訓練中心,92,108,200,True
中和街493巷9弄口,12,187,199,True
臺北花市,34,164,198,True
西園公園,12,186,198,True
福和路7巷口,0,196,196,False
瑞光路76巷口,81,114,195,True
長順區民活動中心,19,176,195,True
成功路四段41巷口,108,86,194,True
立法院臺北會館,100,94,194,True
臺大小小福西南側,150,42,192,True
社子市場,92,100,192,True
臺大博雅館西側,15,177,192,True
經國七海文化園區,50,141,191,True
忠孝東路七段527巷口,27,163,190,True
六福公園,13,175,188,True
林森北平路口,120,67,187,True
景文中學,82,105,187,True
捷運大坪林站(1號出口),0,186,186,False
長春路137巷口,84,102,186,True
秀得里(成功路二段),0,186,186,False
天津北平路口,53,132,185,True
安湖三號公園,35,150,185,True
延平北平路口,117,67,184,False
週美里活動廣場,48,135,183,False
重慶北路四段117號,37,146,183,True
景勤二號公園(西南側),51,130,181,True
中研院人文社會科學館,3,176,179,True
景福街/羅斯福路6段142巷口,19,160,179,True
內湖119號綠地,57,120,177,True
木南公園,91,83,174,True
雙蓮國小,53,121,174,True
青年路152巷口,35,138,173,True
大直街94巷,25,148,173,True
市民新生路口,26,147,173,True
市民大道八段532號,36,137,173,True
環河南和平西路口,6,166,172,True
華固創富中心,10,161,171,True
新生錦州街口,58,113,171,True
內湖路三段326巷口,7,164,171,True
芝山聖佑宮,13,157,170,True
重慶北路四段190巷口,85,85,170,True
康寧街307巷,0,170,170,False
德行東山路口,4,166,170,True
景興國中,42,127,169,True
新富公園,107,62,169,True
捷運紅樹林站,0,169,169,False
福星公園,33,134,167,True
中428公園,10,156,166,True
中華科技大學,33,133,166,True
西康公園,78,87,165,True
通河東街2段10巷口,9,155,164,True
臺大明達館北側(員工宿舍),32,130,162,True
臺大原分所北側,7,155,162,True
市府松壽路口,45,117,162,True
新生濱江街口(東南側),15,146,161,True
南湖大橋(經貿二路255巷),48,113,161,True
南港抽水站,8,153,161,True
珠海復興一路口,13,147,160,True
芳蘭山莊,4,156,160,True
中429公園,12,148,160,True
濱江街199巷口,39,121,160,True
中山北路二段62巷口,96,63,159,True
洲美公園,13,146,159,True
凌雲五村(研究院路三段8巷),23,135,158,True
後港公園,8,149,157,True
木柵社會住宅,30,127,157,True
中吉公園(松江路188巷),42,115,157,True
陽光公園,61,95,156,True
新生北路一段62巷口,11,145,156,True
中興寶慶街口,0,156,156,False
試院公園,5,151,156,True
社子國小,32,123,155,True
港華五號公園,7,148,155,True
華江污水廠,5,149,154,True
成德立體停車場,43,111,154,True
新明路343號,67,87,154,True
新湖國小,80,73,153,True
行善公園,115,38,153,True
臺大思亮館東南側,13,138,151,True
萬大路493巷,64,86,150,True
延平北路五段257巷15弄口,32,117,149,True
客家文化主題公園,67,81,148,True
南京東路六段180號,87,59,146,True
矽谷園區,0,145,145,False
臺大二號館,69,75,144,True
濟南路二段8巷口,20,122,142,True
南港疏散門(基三號疏散門),7,134,141,True
大佳社區公園,46,95,141,True
南港車站(忠孝東路七段415巷),126,15,141,True
延平北路五段257巷4弄口,20,121,141,True
懷生國中,40,101,141,True
梅林新村,76,65,141,True
艋舺大道146巷口,48,92,140,True
洲美運動公園,5,133,138,True
艋舺西藏路口,16,121,137,True
葫蘆國小(延平北路五段285巷),12,124,136,True
行善行愛路口,22,113,135,True
舊莊國小(舊莊街一段),18,117,135,True
華中疏散門,39,96,135,True
東新街63巷口,35,99,134,True
東湖路113巷95弄,17,117,134,True
和平東路三段631巷口,8,125,133,True
永和國民運動中心,0,133,133,False
南港路三段290巷口,28,104,132,True
金湖星雲街口,32,98,130,True
天母東路8巷/忠誠路二段154巷口,11,119,130,True
八德路四段652巷口,69,61,130,True
捷運新店站,0,129,129,False
內湖垃圾焚化廠,16,112,128,True
臺灣文學基地,26,101,127,True
貓公園(中興橋頭),39,88,127,True
政大一街口,9,117,126,True
玉東公園(東新街),24,100,124,True
社子島島頭公園,16,108,124,True
木新路3段95巷口,40,83,123,True
金龍國小,0,121,121,False
康樂綠地,20,101,121,True
青年公園籃球場,33,87,120,True
東勢宜興活動中心,0,120,120,False
富民路145巷口,37,83,120,True
福安消防分隊,24,95,119,True
一壽橋,19,100,119,True
永和國父紀念館,0,117,117,False
雙園國中地下停車場,5,112,117,True
工建樟樹一路口,0,117,117,False
康寧路三段189巷93弄口,7,108,115,True
南港公園(東新街170巷),11,104,115,True
舊莊派出所,24,90,114,True
福德一路201巷口(福德ONE社區),0,114,114,False
臺北市網球中心,42,72,114,True
興隆公共住宅D2區,44,69,113,True
三民公園(塔悠路),18,94,112,True
辛亥路五段73巷口,17,95,112,False
下灣公園,3,108,111,True
潭美公園(南京東路六段368巷),56,54,110,True
湖興公園,39,70,109,True
臺大四號館東北側,49,59,108,True
崇仰公園(公?路255巷),0,108,108,False
胡適公園,29,78,107,True
捷運淡水站(中正東路),0,105,105,False
國防醫學院,50,54,104,True
羅斯福路四段113巷19弄口,8,94,102,True
康寧公園(北側),39,63,102,True
南港東新街口,39,62,101,True
三民國中(民權東路六段47巷),21,80,101,True
敦南山林,6,93,99,True
潭美街213號,2,96,98,True
士林區農會社子分部,11,86,97,True
昆陽公園,38,59,97,True
海光公園南側,1,96,97,True
康寧路一段156巷20弄口,4,93,97,True
安康路32巷24弄,11,85,96,True
木柵路二段109巷,13,82,95,True
建國民權路口,0,94,94,False
明美公園(行善路333巷),15,78,93,True
國興水源路口,22,71,93,True
雍和科學園區,0,91,91,False
環山路三段16巷口,8,83,91,True
樟樹國小,0,89,89,False
南港路三段190巷口,4,84,88,True
社子國小_1,32,56,88,True
恆光橋(老泉街),15,73,88,True
麗湖國小,22,66,88,True
潭美國小(南京舊宗路口),73,13,86,True
康福公園,0,86,86,False
木柵路三段48巷,28,57,85,True
龍米停車場,0,85,85,False
樟腳里公園,17,67,84,True
和平東路三段530巷口,29,53,82,True
文德一號綠地,47,35,82,True
東湖一號公園,2,79,81,True
民族二街明峰街口,0,79,79,False
社中街384巷口,5,74,79,True
實踐國中,18,61,79,True
海巡署(南側),42,36,78,True
秀朗成功路口,0,77,77,False
社子島濕地解說小築,0,76,76,True
南港路三段130巷口,10,65,75,True
福和國中停車場,0,75,75,False
政大水岸電梯,8,66,74,True
臺灣科學園區,0,73,73,False
樂康公園,10,62,72,True
豐年公園,22,46,68,True
永和國中(國中路),0,68,68,False
重慶北通河西街口,4,63,67,True
中興寶橋路口,0,66,66,False
秀明路一段185巷口,16,50,66,True
新明路460巷口,18,48,66,True
內湖機廠(港東街),6,59,65,True
行善路383巷,8,57,65,False
天母公園,13,50,63,True
康寧金湖路口,12,51,63,True
內湖運動公園,18,45,63,True
忠山市民活動中心,0,61,61,False
堤頂大道新湖一路口,3,58,61,True
萊茵公園,2,58,60,True
臺大檔案展示館,7,51,58,True
新店高中(中央路),0,57,57,False
石潭公園(安康路),26,30,56,True
民權東路六段413巷,15,41,56,True
捷運大坪林站(5號出口),0,56,56,False
美崙公園(東北側),12,44,56,True
經貿公園,5,50,55,True
秀朗國小,0,54,54,False
內湖路二段179巷口,6,47,53,True
汐科火車站(北),0,53,53,False
民權東路六段245巷口,9,43,52,True
中興福德三路口,0,51,51,False
環南市場,19,31,50,False
福國承德路口,5,44,49,True
統振大樓,3,46,49,True
坤天亭,19,30,49,True
秀明路一段129巷口,9,40,49,True
寶橋路235巷口,0,47,47,False
碧潭渡船頭,0,47,47,False
臺北慈濟醫院,0,47,47,False
永平社會住宅,1,44,45,True
龍形停車場,0,45,45,False
五堵火車站,0,43,43,False
環河民樂街59巷26弄口,0,41,41,False
東南科技大學,0,40,40,False
陽光橋,0,39,39,False
劍潭社區,11,27,38,True
泉源公園,16,22,38,True
中正橋,0,37,37,False
潤泰社區,0,37,37,False
安湖公園,1,36,37,True
成功公園,17,19,36,True
長順街60巷口,3,33,36,True
康樂抽水站,17,18,35,True
上林里(環河東路一段),0,35,35,False
淡水海關碼頭園區,0,34,34,False
內溝溪生態展示館,13,19,32,True
深坑區公所(深坑老街),0,32,32,False
捷運永安市場站,0,32,32,False
三重派出所,0,32,32,False
金湖路347巷125弄口,2,29,31,True
安泰街(康樂橋下),0,29,29,True
樟樹一山光路口,0,29,29,False
福和自強街28巷口,0,28,28,False
中正民權路口,0,28,28,False
捷運頂溪站(中興街),0,27,27,False
仁化文新路口,0,26,26,False
捷運七張站(1號出口),0,26,26,False
小金門友誼公園,0,26,26,False
碧潭西岸,0,26,26,False
延平北路八段133巷口,7,17,24,True
秀朗路二段24巷16弄24號,0,24,24,False
新月橋,0,24,24,False
十三行博物館,0,24,24,False
永和耕莘醫院,0,24,24,False
明道國小東南側,3,20,23,True
伯爵山莊第二期(康寧街),0,23,23,False
中興文化路口(東南側),0,23,23,False
三民高中(民權路),0,23,23,False
捷運秀朗橋站,0,22,22,False
永和國小,0,22,22,False
信義公園,0,22,22,False
中興工建路口,0,22,22,False
汐科火車站(南),0,22,22,False
臺大公館停車場西北側,7,14,21,True
水興公,0,21,21,False
新北市立圖書館新店分館,0,21,21,False
民權社區活動中心,0,21,21,False
三重國民運動中心,0,21,21,False
光興國小,0,21,21,False
汐止火車站,0,20,20,False
福安國中,9,11,20,True
萬美萬安街口,12,8,20,True
北新國小,0,20,20,False
輕軌漁人碼頭站,0,20,20,False
振義里公園,0,19,19,False
中正路666巷口,0,18,18,False
捷運小碧潭站(1號出口),0,18,18,False
開元市民活動中心,0,18,18,False
秀山國小,0,18,18,False
博嘉運動公園,14,4,18,True
捷運頂溪站(2號出口),0,17,17,False
中和區公所,0,17,17,False
環河西路一段95巷口,0,17,17,False
三光國小(金滿意),0,17,17,False
樟江大橋,0,16,16,False
永平高中,0,16,16,False
捷運中和站,0,16,16,False
文化機車立體停車場,0,16,16,False
新店公有中央市場,0,16,16,False
汐止公園,0,15,15,False
新和活動中心,0,15,15,False
瓦?溝(福真里),0,15,15,False
捷運三重站(1號出口),0,15,15,False
光復國小,0,14,14,False
五堵車站(長安路),0,14,14,False
中和青年社會住宅,0,14,14,False
名利橋,0,14,14,False
捷運新莊站(2號出口),0,14,14,False
光復高中,0,14,14,False
新店高中,0,14,14,False
臺練橋,0,14,14,False
竹圍公園,0,13,13,False
大同建成路口,0,13,13,False
永和自由街,0,13,13,False
保順環河西路口,0,13,13,False
仁愛敦南圓環(東南側),9,4,13,True
捷運新埔站(1號出口),0,12,12,False
仁愛公園,0,12,12,False
音樂公園,0,12,12,False
中和公園,0,12,12,False
五福里(五華街),0,12,12,False
民生長江路口,0,12,12,False
捷運江子翠站(3號出口),0,12,12,False
捷運景平站(景平路278巷口),0,12,12,False
捷運三重站(3號出口),0,12,12,False
凌雲路一段158巷口,0,12,12,False
三民翠華街口,0,12,12,False
江翠國小,0,12,12,False
北新路二段228巷口,0,12,12,False
光明街,0,11,11,False
自強溪尾街口,0,11,11,False
華江一華江六路口(仰真社區),0,11,11,False
捷運新店區公所站(1號出口),0,11,11,False
臺灣科技總部,0,11,11,False
捷運菜寮站(3號出口),0,11,11,False
捷運新埔站(4號出口),0,11,11,False
民權東路六段190巷117弄口,4,7,11,True
健華新城社區,0,10,10,False
板橋真武廟,0,10,10,False
景新國小,0,10,10,False
大豐公園停車場,0,10,10,False
八里中庄市場綜合大樓,0,10,10,False
板橋四維公園,0,10,10,False
安和公園,0,10,10,False
保平永和路一段口,0,10,10,False
汐止區綜合運動場,0,10,10,False
集成成功路口,0,10,10,False
寶強文化路口,0,10,10,False
福祥里(中和溝),0,10,10,False
大智公園,0,9,9,False
頂溪國小,0,9,9,False
崇德橋東活動中心,0,9,9,False
鶯歌國民運動中心,0,9,9,False
正義公園,0,9,9,False
中正路284巷,0,9,9,False
連興龍安路口,0,9,9,False
崇光女中,0,9,9,False
新店行政園區,0,9,9,False
莊敬公園,0,9,9,False
捷運十四張站,0,9,9,False
保平路214巷,0,8,8,False
忠誠里(北新路2段97巷),0,8,8,False
東方科學園區,0,8,8,False
捷運三重國小站,0,8,8,False
捷運頂溪站(復興街1巷),0,8,8,False
中山路二段416巷38弄口,0,8,8,False
鶯歌火車站(仁愛路),0,8,8,False
安光公園,0,8,8,False
寶中寶橋路口,0,8,8,False
中山路一段17巷口,0,8,8,False
仁愛公園(仁愛路),0,8,8,False
大庄一號公園,0,8,8,False
遠雄左岸,0,7,7,False
新莊田徑場,0,7,7,False
國隆大仁街口,0,7,7,False
環河西新月一街口(新月天地社區),0,7,7,False
民生中山路口,0,7,7,False
國泰綜合醫院,0,7,7,False
八里文化公園(棒球場),0,7,7,False
捷運景平站,0,7,7,False
山北公園,0,7,7,False
下庄市場,0,7,7,False
民族路33巷,0,7,7,False
龍門龍濱路口,0,7,7,False
仁愛信義路口,0,7,7,False
中正國小,0,7,7,False
鷺江廣場,0,7,7,False
翔譽雙子星,0,7,7,False
捷運輔大站(1號出口),0,7,7,False
惠國市場,0,7,7,False
寶高智慧產業園區,0,7,7,False
捷運江子翠站(6號出口),0,7,7,False
新店新和國小,0,7,7,False
中和公園(秀安街口),0,7,7,False
中正淡海路口,0,7,7,False
蘭庭序大廈,0,6,6,False
溪頭公園,0,6,6,False
中和安和路口,0,6,6,False
捷運南勢角站(4號出口),0,6,6,False
板新中山路一段口,0,6,6,False
中和地政事務所,0,6,6,False
滬尾藝文休閒園區,0,6,6,False
中和環球購物中心,0,6,6,False
三重高中,0,6,6,False
環河西路三段(日安社區),0,6,6,False
漁人碼頭,0,6,6,False
江翠國中,0,6,6,False
汐止火車站停車場,0,6,6,False
景安板南路口,0,6,6,False
八里行政中心,0,6,6,False
央北三中央路口(全陽大璽),0,6,6,False
聯邦公園,0,6,6,False
重新重安街口,0,6,6,False
光明市場,0,6,6,False
雙和橋,0,6,6,False
忠孝活動中心,0,6,6,False
環河福德南路口,0,6,6,False
中正橋(環河西路一段),0,5,5,False
衛教公園,0,5,5,False
秀峰高中(忠孝東路),0,5,5,False
汐止區公所,0,5,5,False
捷運新莊站(1號出口),0,5,5,False
蘆洲兒五公園,0,5,5,False
四維公園地下停車場,0,5,5,False
秀山公園(北側),0,5,5,False
北新新生街口,0,5,5,False
萬板文聖街口,0,5,5,False
保安永平路口,0,5,5,False
自然公園,0,5,5,False
安康立體停車場,0,5,5,False
柴埕市民活動中心,0,5,5,False
深坑雲鄉路,0,5,5,False
新北市立圖書館總館,0,5,5,False
安樂宜安路口,0,5,5,False
三抱竹,0,5,5,False
捷運板橋站(1號出口),0,5,5,False
中港國小,0,5,5,False
汐止國民運動中心,0,5,5,False
老泉街籃球場,3,2,5,True
永貞水源街口,0,5,5,False
雙十萬板路口,0,5,5,False
飛駝二村,0,5,5,False
板橋中山公園,0,5,5,False
同安公園,0,5,5,False
捷運江子翠站(1號出口),0,5,5,False
重陽國小,0,5,5,False
南華路56巷,0,5,5,False
板橋國中,0,5,5,False
臺北得意GO,0,5,5,False
捷運三民高中站(2號出口),0,5,5,False
新五泰國民運動中心,0,5,5,False
永康公園,0,4,4,False
國光公園,0,4,4,False
雙和醫院,0,4,4,False
六張公園,0,4,4,False
捷運海山站(1號出口),0,4,4,False
捷運徐匯中學站(1號出口),0,4,4,False
中正路161巷口,0,4,4,False
捷運先嗇宮站(2號出口),0,4,4,False
文化白雲公園,0,4,4,False
碧河宮,0,4,4,False
八里國小,0,4,4,False
永豐公園活動中心,0,4,4,False
寶橋路29巷,0,4,4,False
捷運橋和站,0,4,4,False
板橋福德公園,0,4,4,False
進安公園,0,4,4,False
捷運三和國中站(2號出口),0,4,4,False
捷運景安站,0,4,4,False
捷運江子翠站(2號出口),0,4,4,False
安和市民活動中心,0,4,4,False
昌隆國小,0,4,4,False
安成安德街口,0,4,4,False
福和宮,0,4,4,False
新民新春街口,0,4,4,False
五峰國中,0,4,4,False
民樂人行廣場,0,3,3,False
南興公園,0,3,3,False
大崁國小,0,3,3,False
中原東街(左岸牡丹園),0,3,3,False
重陽公園,0,3,3,False
中山路二段90巷,0,3,3,False
新泰公園,0,3,3,False
捷運蘆洲站,0,3,3,False
新海長江路口,0,3,3,False
寶橋路235巷,0,3,3,False
板橋第二運動場(皇翔建設),0,3,3,False
海山高中,0,3,3,False
安康高中,0,3,3,False
長風社區,0,3,3,False
北港國小,0,3,3,False
員勝公園,0,3,3,False
福祿1號公園,0,3,3,False
綠湖公園,0,3,3,False
光華橋(保平路),0,3,3,False
新莊國民運動中心(和興街),0,3,3,False
樹林工業區,0,3,3,False
縣民漢生東路口(西北側),0,3,3,False
安邦公園,0,3,3,False
修德國小,0,3,3,False
板橋地政事務所,0,3,3,False
五股國民運動中心,0,3,3,False
三民永豐街口,0,3,3,False
青潭河濱公園,0,3,3,False
央北新村平面停車場,0,3,3,False
新北市政府(新站路),0,3,3,False
中興中正路口,0,3,3,False
寶橋路78巷,0,3,3,False
三重棒球場,0,3,3,False
忠孝國中,0,3,3,False
成州國小,0,3,3,False
德光莒光路口,0,3,3,False
中正東路一段81巷,0,3,3,False
民生公園,0,3,3,False
仁愛路306巷18弄口,0,3,3,False
新北市藝文中心,0,3,3,False
寶中路97巷口,0,3,3,False
捷運頭前庄站(1號出口),0,3,3,False
民生路二段/文化路一段286巷口,0,3,3,False
國光里(國光路),0,3,3,False
新北市政府板橋分局沙崙派出所,0,3,3,False
後竹圍市民活動中心,0,3,3,False
覺明寺(豐年街53巷),0,3,3,False
中山新興街口,0,3,3,False
淡金路38巷尾,0,3,3,False
捷運新埔站(5號出口),0,3,3,False
三重商工地下停車場,0,2,2,False
十四張央北二路口(波爾多社區),0,2,2,False
