station_name,borrow_count,return_count,total_activity,current_station_match
思賢公園(北側),0,2,2,False
臺灣電力公司中和服務所,0,2,2,False
青山廣場,0,2,2,False
興華公園,0,2,2,False
捷運輔大站(4號出口),0,2,2,False
福基公園,0,2,2,False
三張公園,0,2,2,False
文昌公園,0,2,2,False
捷運新埔站(2號出口),0,2,2,False
五股工商立體停車場,0,2,2,False
疏洪東竹圍仔街口,0,2,2,False
夢奇地公園(文化路一段),0,2,2,False
瓦?截流站,0,2,2,False
大眾廟,0,2,2,False
輕軌竿蓁林站,0,2,2,False
中興路2段100巷口,0,2,2,False
捷運三民高中站(1號出口),0,2,2,False
永和勵行街口,0,2,2,False
浮洲合宜住宅(合宜合安一路口),0,2,2,False
仁愛路40巷口,0,2,2,False
縣民民族路口,0,2,2,False
華德公園,0,2,2,False
中華自治街口,0,2,2,False
三民長榮路口,0,2,2,False
深坑松柏街,0,2,2,False
民生路156巷,0,2,2,False
碧華公園,0,2,2,False
國泰國小,0,2,2,False
聯合醫院板橋院區,0,2,2,False
輕軌沙崙站,0,2,2,False
龍埔自行車道(民生街1巷),0,2,2,False
捷運板新站,0,2,2,False
西盛公園,0,2,2,False
中原五街口,0,2,2,False
三峽區公所(三峽老街),0,2,2,False
新北市政府(新府路),0,2,2,False
二重國中,0,2,2,False
五股郵局,0,2,2,False
捷運江子翠站(4號出口),0,2,2,False
崇德國小,0,2,2,False
林本源園邸,0,2,2,False
鴨母港抽水站,0,2,2,False
中山二永安南路口,0,2,2,False
板橋和平公園,0,2,2,False
華江一華江五路口(雙江翠社區),0,2,2,False
永安兒童公園,0,2,2,False
積穗國中,0,2,2,False
頂溪國小地下停車場,0,2,2,False
永福國小,0,2,2,False
中興北街175巷口,0,2,2,False
湳雅觀光夜市(津渡橋),0,2,2,False
陽光Park社區,0,2,2,False
中央路一段292巷口,0,2,2,False
松柏街15巷口,0,2,2,False
縣民漢生東路口,0,2,2,False
天山公園(永安街),0,2,2,False
佳和公園,0,2,2,False
竿蓁市民活動中心,0,2,2,False
元氣大鎮社區,0,2,2,False
仁愛路151巷口,0,2,2,False
環河西大漢街口,0,2,2,False
世貿國家公園社區,0,2,2,False
三峽國小(中山路),0,2,2,False
新莊棒球場,0,2,2,False
鳳福公園,0,2,2,False
興南路二段34巷口,0,2,2,False
文山國中,0,2,2,False
保福保福路二段133巷口,0,2,2,False
中興檳榔路口,0,2,2,False
建中街90巷口,0,2,2,False
浮洲火車站,0,2,2,False
淡海路182巷口,0,2,2,False
安華公園,0,2,2,False
捷運府中站(1號出口),0,2,2,False
永平街23巷,0,2,2,False
挖仔尾自然生態保留區,0,2,2,False
民有公園,0,2,2,False
新北高中,0,2,2,False
板橋車站,0,2,2,False
民享藝文特區,0,2,2,False
捷運三和國中站(1號出口),0,2,2,False
中正一仁愛路口,0,2,2,False
龍門公園,0,2,2,False
二重國小,0,2,2,False
板橋果菜批發市場,0,1,1,False
延吉街47巷口,0,1,1,False
華江一華江九路口,0,1,1,False
捷運土城站(2號出口),0,1,1,False
央北社會住宅,0,1,1,False
廣福派出所,0,1,1,False
蘆洲國民運動中心,0,1,1,False
學成公園,0,1,1,False
六合公園,0,1,1,False
飛駝社區(興南路),0,1,1,False
碧河里公園(建康路),0,1,1,False
新泰國中,0,1,1,False
新北市立圖書館三重分館,0,1,1,False
永成市民活動中心,0,1,1,False
福營行政中心,0,1,1,False
福美公園,0,1,1,False
國立臺北大學(三峽校區),0,1,1,False
永安南路九芎街71巷口,0,1,1,False
三和龍門路口,0,1,1,False
僑中二街92巷口,0,1,1,False
中正新月二街口(富江翠社區),0,1,1,False
力行路二段91巷口,0,1,1,False
興化公園,0,1,1,False
陸光國宅,0,1,1,False
林口郵局,0,1,1,False
安溪國小,0,1,1,False
碧華公園(集勇街),0,1,1,False
蘆洲中原公園,0,1,1,False
板橋435藝文特區,0,1,1,False
捷運亞東醫院站(2號出口),0,1,1,False
文中小停車場,0,1,1,False
大同國小,0,1,1,False
捷運永寧站(3號出口),0,1,1,False
臺北醫院,0,1,1,False
中央公園地下停車場,0,1,1,False
溪洲公園停車場,0,1,1,False
崑崙活力廣場,0,1,1,False
楓樹腳公園,0,1,1,False
新泰路255巷口,0,1,1,False
三德公園,0,1,1,False
捷運泰山站(4號出口),0,1,1,False
員林社區公園,0,1,1,False
彩虹兒童公園,0,1,1,False
臺電臺北西區營業處,0,1,1,False
幸福中環路口,0,1,1,False
臺灣藝術大學,0,1,1,False
青山國民中小學,0,1,1,False
三多國小,0,1,1,False
板橋第一運動場,0,1,1,False
三鶯水資源回收中心,0,1,1,False
板橋國民運動中心,0,1,1,False
光榮國中(秀江街),0,1,1,False
學成大成路口,0,1,1,False
中正路183巷,0,1,1,False
光華公園,0,1,1,False
輕軌新市一路站,0,1,1,False
湳雅夜市停車場,0,1,1,False
縣民大道三段270巷口,0,1,1,False
榮富國小,0,1,1,False
和平公園,0,1,1,False
永盛公園,0,1,1,False
新海抽水站停車場,0,1,1,False
仁愛廣場,0,1,1,False
景本里集會所,0,1,1,False
新北高工(明德路),0,1,1,False
新民街一段(臺北灣社區),0,1,1,False
永安公園,0,1,1,False
文德國小(公館街),0,1,1,False
大德學勤路口,0,1,1,False
新北市立中和高級中學,0,1,1,False
鶯歌陶瓷博物館,0,1,1,False
輕軌淡金鄧公站,0,1,1,False
成泰路4段22巷,0,1,1,False
吉安停車場,0,1,1,False
保長公園,0,1,1,False
普庵寺,0,1,1,False
大鵬停車場,0,1,1,False
新北市工商展覽中心,0,1,1,False
中山橋安街口,0,1,1,False
華福市民活動中心,0,1,1,False
建成路142巷口,0,1,1,False
俊興三龍街口,0,1,1,False
埔墘國小,0,1,1,False
臺北醫院(民樂街),0,1,1,False
金城路三段52巷,0,1,1,False
明志科技大學,0,1,1,False
三民中山一路口,0,1,1,False
中正仁愛街口,0,1,1,False
思賢國小,0,1,1,False
安民街停車場,0,1,1,False
馥華公園,0,1,1,False
捷運泰山貴和站,0,1,1,False
中山國中,0,1,1,False
石雕公園,0,1,1,False
仁美街/三和路四段145巷口,0,1,1,False
白沙灣,0,1,1,False
厚德公園,0,1,1,False
民樂停車場,0,1,1,False
長興橋,0,1,1,False
漳和國中,0,1,1,False
蘆洲李宅古蹟,0,1,1,False
新市二路二段,0,1,1,False
安德停車場,0,1,1,False
樹林火車站(後站),0,1,1,False
太陽公園,0,1,1,False
福壽公園,0,1,1,True
中原中板路口,0,1,1,False
重陽橋市民活動中心,0,1,1,False
中央路二段180巷,0,1,1,False
長安橋(吉祥街12巷),0,1,1,False
沛陂社區公園,0,1,1,False
鄧公路30巷,0,1,1,False
板樹體育館,0,1,1,False
啟德橋(招商街),0,1,1,False
保安保福路二段口,0,1,1,False
學成大義路口(學成路一),0,1,1,False
德光國光街口,0,1,1,False
中正路883巷口,0,1,1,False
土城綜合體育場,0,1,1,False
文化路二段182巷1弄,0,1,1,False
捷運板橋站(3號出口),0,1,1,False
中山一和平路口,0,1,1,False
瑞芳火車站,0,1,1,False
員和公園,0,1,1,False
華新街109巷11弄,0,1,1,False
土城國中,0,1,1,False
蘆洲中路公園,0,1,1,False
橋東里(忠孝東路),0,1,1,False
青潭國小,0,1,1,False
中興復興路口,0,1,1,False
淡水公23公園,0,1,1,False
泰山國小,0,1,1,False
民安東民全街口,0,1,1,False
埤墘公園,0,1,1,False
臺北海洋科技大學,0,1,1,False
福德二路19巷口,0,1,1,False
三民地下停車場,0,1,1,False
水河里活動中心,0,1,1,False
